name,addition,image,num_of_people,link,time_to_prepare,time_to_cook,guide
Chả giò xoài và chuối chấm sốt sô cô la,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/09/cha-gio-xoai-va-chuoi-cham-sot-so-co-la/bf58.jpg,N/A,http://www.amthuc365.vn/cong-thuc/82-cha-gio-xoai-va-chuoi-cham-sot-so-co-la.html,Chuẩn bị: 15 phút,Thực hiện: 25 phút,"Lấy nửa trái xoài xắt nhỏ. Nửa trái còn lại giữ nguyên vỏ, xẻ rãnh hình vuông đều đặn để trang trí.Lột vỏ 1 trái chuối, xắt hạt lựu, trái còn lại cắt làm hai theo chiều dọc để trang trí món ăn."
Bì cuốn,Món bì cuốn này không có bún và dưa leo giống như các món cuốn truyền thống nên bạn sẽ thoải mái ăn no mà không sợ nặng bụng.,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/09/bi-cuon/43d9.jpg,N/A,http://www.amthuc365.vn/cong-thuc/80-bi-cuon.html,Chuẩn bị: 15 phút,Thực hiện: 15 phút,"Da heo lấy sạch phần mỡ thừa, tai heo làm sạch. Tất cả luộc chín và thái sợi mỏng.Thịt bò chọn loại thịt thăn cho mềm, nêm sơ một chút bột nêm, hấp chín. Riềng thái sợi.Trải miếng bánh tráng ra, lần lượt xếp xà lách, rau thơm, tai heo, da heo, vài sợi riềng, thịt bò và cuộn chặt tay."
Trứng cuộn kim chi,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/09/trung-cuon-kim-chi/7eb6.jpg,N/A,http://www.amthuc365.vn/cong-thuc/86-trung-cuon-kim-chi.html,Chuẩn bị: 10 phút,Thực hiện: 15 phút,Thái nhỏ kim chi. Sau đó trộn đều kim chi với một ít nước sốt cà chua và dầu mè.
Cách làm củ kiệu ngâm cho ngày Tết,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/09/cach-lam-cu-kieu-ngam-cho-ngay-tet/b291.jpg,5 - 6 người,http://www.amthuc365.vn/cong-thuc/88-cach-lam-cu-kieu-ngam-cho-ngay-tet.html,Chuẩn bị: 60 phút,Thực hiện: 120 phút,"Cắt bớt đầu, đuôi. Chỉ cần cắt bớt, chưa cần cắt đẹp. Ngâm với nước tro khoảng 12 tiếng, vớt ra, rửa nước lạnh, để ráo. Phơi 1-2 nắng cho thật khô. Phải nhớ phơi cho khô đều."
"""Cơm nắm"" tình yêu",,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/09/com-nam-tinh-yeu/e56d.jpg,N/A,http://www.amthuc365.vn/cong-thuc/71-com-nam-tinh-yeu.html,Chuẩn bị: 15 phút,Thực hiện: 15 phút,"Cách làm cơm nắm truyền thống là cơm nấu chín, còn đang cực kì nóng thì cho ngay vào một miếng vải sạch, rồi làm động tác như nhào bột bánh mì để ""nghiền"" hạt cơm cho nát và quện nhuyễn vào nhau thành khối.Sau đó được 1 bánh cơm nắm to bằng bàn tay, để ra đĩa cho nguội, đến hôm sau cắt thành miếng chấm với muối vừng lạc."
Hoan hỷ kim châm,"Nấm kim châm ngâm nước muối xong sẽ hơi nhớt, rửa sạch nhớt đó trước khi dùng. Khi chiên không để lửa quá lớn, món ăn sẽ dễ cháy mà nấm kim châm chưa chín.",http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/09/hoan-hy-kim-cham/ae82.jpg,N/A,http://www.amthuc365.vn/cong-thuc/90-hoan-hy-kim-cham.html,Chuẩn bị: 10 phút,Thực hiện: 30 phút,"Nấm kim châm cắt bỏ chân, ngâm nước muối loãng 10 phút, rửa sạch, để ráo.Hẹ rửa sạch, trụng qua nước sôi.Ướp tàu hủ ky non với bơ mặn, nước tương, đường cho thấm đều. Trải tàu hủ ky ra, cho nấm kim châm vào trong, dùng hẹ cột chặt. Làm lần lượt cho đến hết."
Chả giò bí đỏ,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/09/cha-gio-bi-do/dadf.jpg,N/A,http://www.amthuc365.vn/cong-thuc/81-cha-gio-bi-do.html,Chuẩn bị: 20 phút,Thực hiện: 20 phút,"Bí đỏ xắt sợi. Tôm rửa sạch, lột vỏ, chẻ lưng. Nấm mèo xắt sợi nhuyễn. Bún tàu xắt khúc. Củ năng xắt nhuyễn."
Chả lươn quấn lá lốt,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/09/cha-luon-quan-la-lot/c92e.jpg,N/A,http://www.amthuc365.vn/cong-thuc/93-cha-luon-quan-la-lot.html,Chuẩn bị: 20 phút,Thực hiện: 25 phút,"Lươn rửa thật sạch, dùng tro và muối đánh cho hết nhớt, lọc lấy thịt, bỏ xương.Thịt lươn đem cắt khúc khoảng 5cm.Ướp thịt lươn với hành băm nhuyễn, bột nêm, bột canh, tiêu, đảo nhẹ tay để tránh làm nát thịt. Để ngấm trong 10 phút."
Bí ngòi cuộn đậu phụ nướng,"Bí ngòi xắt lát dày hơn sẽ ngọt hơn nhưng như thế sẽ khó cuốn. Để dễ cuốn hơn, cho bí ngòi vào lò, bấm nút Power Level, xoay núm tròn để chỉnh thời gian 1 phút. Nhấn Start, để máy chạy hết thời gian lấy ra, bí ngòi sẽ hơi héo đi, mềm và dễ cuốn hơn.",http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/09/bi-ngoi-cuon-dau-phu-nuong/ee53.jpg,N/A,http://www.amthuc365.vn/cong-thuc/89-bi-ngoi-cuon-dau-phu-nuong.html,Chuẩn bị: 10 phút,Thực hiện: 15 phút,"Đậu phụ trứng xắt thỏi vuông.Bí ngòi rửa sạch, để nguyên vỏ, bào lát mỏng khoảng 2mm. Lá quế tây xắt nhuyễn.Trải bí ngòi ra, búng ít muối tiêu, rắc lá quế tây lên, cho đậu phụ vào cuộn tròn, dùng tăm ghim chặt."
Gỏi cuốn cá hồi,"Cá hồi chiên hơi sống để có độ dẻo dễ cuốn hơn, không nên chiên quá chín vì cá sẽ dễ bị khô, khi cuốn sẽ vỡ.",http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/09/goi-cuon-ca-hoi/b0d4.jpg,N/A,http://www.amthuc365.vn/cong-thuc/92-goi-cuon-ca-hoi.html,Chuẩn bị: 10 phút,Thực hiện: 15 phút,"Cá hồi bỏ da ướp muối, tiêu 15 phút cho thấm. Đem áp chảo cho vàng đều 4 mặt.Cho giấm balsamic, đường, muối, tiêu vào tô. Trút dầu ô-liu vào từ từ, khuấy đều sao cho hơi chua chua ngọt ngọt là được. Thả cá vào nước xốt này ngâm cho thấm."
Cơm nắm heo con,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/09/com-nam-heo-con/85e0.jpg,N/A,http://www.amthuc365.vn/cong-thuc/91-com-nam-heo-con.html,Chuẩn bị: 10 phút,Thực hiện: 15 phút,"Nắm cơm thành những hình tròn. Bông cải tách rời từng nhánh nhỏ, ngâm nước muối loãng, vớt ra đem luộc chín mềm.Xà lách rửa sạch, ngâm nước muối loãng, vớt ra vẩy ráo. Xúc xích chừa lại 1/2 cây, phần còn lại cùng cà rốt tỉa thành hình bông hoa, cắt lát."
Bánh cuốn gan ngỗng,"Gan ngỗng thường béo, khi chiên, chỉ dùng dầu tráng lên chảo không dính rồi dùng khăn giấy lau đi, cho gan ngỗng vào áp chảo là được.",http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/09/banh-cuon-gan-ngong/2d42.jpg,N/A,http://www.amthuc365.vn/cong-thuc/94-banh-cuon-gan-ngong.html,Chuẩn bị: 5 phút,Thực hiện: 25 phút,"Gan ngỗng áp chảo cho chín vàng, xắt lát mỏng.Thịt ba chỉ xắt lát mỏng, ướp với sả, ớt, hành lá cùng ít muối tiêu rồi nướng vàng.Ngò rí, húng lủi nhặt rửa sạch, vẩy ráo."
Thịt bò cuộn cà rốt,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/09/thit-bo-cuon-ca-rot/6fde.jpg,N/A,http://www.amthuc365.vn/cong-thuc/97-thit-bo-cuon-ca-rot.html,Chuẩn bị: 15 phút,Thực hiện: 25 phút,"Cà rốt gọt bỏ, cắt làm đôi mỗi củ và thái miếng nhỏ dài, đặt chúng vào trong bát nước, cho vào lò vi sóng khoảng 3-4 phút để cà rốt được chần qua (thời gian tùy thuộc vào độ dày của cà rốt).Thịt bò ướp cùng với muối và hạt tiêu đen.Đặt 2-3 miếng cà rốt vào giữa mỗi miếng thịt bò trải trên mặt phẳng và cuộn lại sao cho thịt quấn chặt cà rốt"
Làm dưa món cho tết cổ truyền,Nếu khi phơi khô quá thì nên ngâm lại với nước lạnh cho mềm 1 chút.,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/09/lam-dua-mon-cho-tet-co-truyen/dc0c.jpg,5 - 6 người,http://www.amthuc365.vn/cong-thuc/87-lam-dua-mon-cho-tet-co-truyen.html,Chuẩn bị: 30 phút,Thực hiện: 45 phút,"Cà rốt, củ cải gọt vỏ cắt lát dài khoảng 0,5cm (hay cắt khúc dài rồi chẻ nhỏ lại tùy thích).Nếu trời có nắng thì phơi nắng cho héo héo còn không có nắng thì cho vào lò nướng bật lò nhiệt độ nhỏ nhất, sấy cho héo trong vòng vài giờ."
Thịt xông khói Prosciutto cuộn bánh mì que,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/09/thit-xong-khoi-prosciutto-cuon-banh-mi-que/f3cb.jpg,N/A,http://www.amthuc365.vn/cong-thuc/98-thit-xong-khoi-prosciutto-cuon-banh-mi-que.html,Chuẩn bị: 10 phút,Thực hiện: 15 phút,"Trộn đều phô-mai Gorgonzola, phô-mai kem, bơ lạt với muối và tiêu.Thịt heo xông khói cắt lát thật mỏng. Dùng miếng thịt xông khói cuộn xung quanh que bánh mì, cứ lần lượt làm thế cho đến hết."
Tai heo ngâm dấm,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/09/tai-heo-ngam-dam/078f.jpg,N/A,http://www.amthuc365.vn/cong-thuc/83-tai-heo-ngam-dam.html,Chuẩn bị: 15 phút,Thực hiện: 90 phút,"Thịt cạo rửa sạch, cắt miếng to (1 lỗ tai chia làm 4). Nấu nước thật sôi (1 lít nước) cho phèn chua hòa tan, luộc thịt chín nhưng không mềm. Vớt ra, ngâm ngay vào nước lạnh."
Chả gà cuốn,Ăn kèm bánh mì sẽ rất ngon đấy! Cũng có thể trang trí bành bẹ cải thảo để món ăn thêm phần hấp dẫn. ,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/09/cha-ga-cuon/80b4.jpg,N/A,http://www.amthuc365.vn/cong-thuc/100-cha-ga-cuon.html,Chuẩn bị: 15 phút,Thực hiện: 45 phút,"Cho ức gà vào túi, đập nát mềm. Trải từng dải thịt gà lên trên mặt phẳng, cho 2 miếng thịt xông khói vào giữa. Tiếp đó, bơ thái lát mỏng, xếp lên trên thịt xông khói. Cắt pho mát thành miếng nhỏ, xếp ngay đầu miếng thịt gà, theo chiều ngang để cuộn dễ hơn. Cho ớt đỏ lên trên bơ, tiếp đó cho thêm ớt xanh bỏ hạt. Cuộn thịt gà chặt lại như cuộn nem. Sau đó, dùng que tăm xiên để cố định hai đầu, tránh tình trạng nhân vị rơi ra. Xếp thịt vào khay nướng."
Gà cuộn lạp xưởng,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/09/ga-cuon-lap-xuong/1db8.jpg,N/A,http://www.amthuc365.vn/cong-thuc/95-ga-cuon-lap-xuong.html,Chuẩn bị: 5 phút,Thực hiện: 10 phút,"Ức gà rửa sạch, lạng thành từng miếng mỏng, ướp hạt nêm, muối, tiêu xay.Lạp xưởng cắt từng khúc ngắn khoảng 5cm. Rau sống rửa sạch, ngâm với nước muối pha loãng, vớt ra để thật ráo nước."
Cà chua cuộn phô-mai,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/09/ca-chua-cuon-phomai/908d.jpg,N/A,http://www.amthuc365.vn/cong-thuc/104-ca-chua-cuon-phomai.html,Chuẩn bị: 10 phút,Thực hiện: 40 phút,"Cà chua rửa sạch, chần qua nước nóng, vớt ra ngâm vào nước đá, lột bỏ vỏ, bổ làm 4, bỏ hạt.Lá thyme và quế tây rửa sạch, băm nhuyễn, trộn với muối tiêu rồi trộn với cà chua, để tủ lạnh 30 phút.Phô-mai xắt lát. Lá gelatin nấu với nước, nước sôi bắc xuống, để nguội, cho vào tủ lạnh."
Chả cuốn Long Vương,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/09/cha-cuon-long-vuong/ed91.jpg,N/A,http://www.amthuc365.vn/cong-thuc/103-cha-cuon-long-vuong.html,Chuẩn bị: 10 phút,Thực hiện: 15 phút,"Trứng hòa với hạt nêm, đánh đều, chiên thành lớp mỏng.Trải rong biển ra, đặt trứng chiên lên cho thanh cua, chả mực, đầu hành vào giữa, cuộn chặt."
Cuốn diếp chay,Có thể dùng bông hẹ thay cho hành lá để cột cuốn diếp.,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/09/cuon-diep-chay/c26e.jpg,N/A,http://www.amthuc365.vn/cong-thuc/102-cuon-diep-chay.html,Chuẩn bị: 10 phút,Thực hiện: 15 phút,"Đậu phụ và chả chay xắt sợi.Cải xanh chỉ lấy phần lá, rửa sạch.Cà rốt gọt vỏ, xắt sợi, ngâm chút chanh pha đường cho cà rốt dịu mềm.Hành lá cắt lấy lá, chần nước sôi cho mềm.Xà lách rửa sạch, xắt nhỏ."
Bánh tráng mè cuộn tôm thịt,"Nên chọn loại bánh tráng (bánh đa) dày, nhúng nước xong vớt ra ngay để bánh mềm mà không bị nhão.",http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/09/banh-trang-me-cuon-tom-thit/6641.jpg,N/A,http://www.amthuc365.vn/cong-thuc/105-banh-trang-me-cuon-tom-thit.html,Chuẩn bị: 10 phút,Thực hiện: 20 phút,"Tôm hấp chín, lột vỏ, chẻ đôi.Thịt ướp với hành tím băm và muối, đường, nước mắm. Phi thơm tỏi hành, xào săn thịt."
Thịt bọc khoai tây chiên,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/09/thit-boc-khoai-tay-chien/5ea4.jpg,N/A,http://www.amthuc365.vn/cong-thuc/99-thit-boc-khoai-tay-chien.html,Chuẩn bị: 5 phút,Thực hiện: 10 phút,"Khoai tây làm sạch, cho vào máy xay, xay nhuyễn với một chút muối. Múc khoảng 1 thìa khoai tây nghiền, đặt lên trên mỗi lát thịt, cuộn lại chặt như cuộn nem.Bày ra đĩa và rắc bột ngô lên trên mỗi miếng thịt cuộn, đừng rắc quá nhiều."
Sushi và sashimi,"Cá hồi, cá tuyết trong món này ăn sống nên phải chọn loại thật tươi và có nguồn gốc rõ ràng, bảo đảm.",http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/09/sushi-va-sashimi/ec09.jpg,N/A,http://www.amthuc365.vn/cong-thuc/106-sushi-va-sashimi.html,Chuẩn bị: 10 phút,Thực hiện: 20 phút,"Cá hồi, cá tuyết xắt mỗi loại 4 lát.Lươn Nhật cắt lát rộng khoảng 2,5cm, dài khoảng 5cm, nướng chín vàng.Tôm thẻ làm sạch, lấy chỉ đen, lăn qua bột chiên giòn rồi thả vào chiên chín vàng."
Bò cuộn nấm kim châm,"Thịt bò thái bản to, đập giập rồi mới ướp, thịt sẽ mềm và thấm gia vị hơn. Nấm kim châm ngâm nước muối rồi luộc để bớt mùi hăng. Món này không nên nướng sẵn. Dùng đến đâu, nướng đến đó mới ngon.",http://gl.amthuc365.vn/thumbnails/415/305///uploads/content/0003c6975fd62a6eba26dddadb7ee59a.jpg,5 người,http://www.amthuc365.vn/cong-thuc/108-bo-cuon-nam-kim-cham.html,Chuẩn bị: 5 phút,Thực hiện: 10 phút,"Kim châm cắt bỏ chân, rửa sạch, tách rời nhau."
Sườn rim mặn ngọt,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/09/suon-rim-man-ngot/9f87.jpg,N/A,http://www.amthuc365.vn/cong-thuc/107-suon-rim-man-ngot.html,Chuẩn bị: 20 phút,Thực hiện: 40 phút,"Sườn rửa sạch, cho vào nồi, đổ thêm ít nước lạnh chừng 1 lóng tay và cho lên bếp đun với lửa nhỏkhoảng 20 phút, xong trút ra để ráo nước.Tỏi, gừng đập dập"
Gỏi nấm hải sản,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/09/goi-nam-hai-san/de11.jpg,N/A,http://www.amthuc365.vn/cong-thuc/101-goi-nam-hai-san.html,Chuẩn bị: 5 phút,Thực hiện: 10 phút,"Tôm, mực rửa sạch, luộc chín. Tôm bóc nõn vỏ. Mực khía mắt võng Cho dầu ăn vào chảo, thả bún gạo vào chiên cho vừa nở phồng thì vớt ra để ráo dầu. Không chiên quá vàng.Tất cả các loại nấm cắt bỏ chân, rửa sạch, ngâm nước muối loãng 5 phút. Bắc một ít nước lên bếp đun sôi, cho nấm vào trụng chín vừa, vớt ra ngâm lại vào nước lạnh cho có độ trong rồi trútra rổ để ráo."
Cà tím um chao đỏ,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/09/ca-tim-um-chao-do/6b10.jpg,N/A,http://www.amthuc365.vn/cong-thuc/109-ca-tim-um-chao-do.html,Chuẩn bị: 15 phút,Thực hiện: 35 phút,"Cà tím rửa sạch, bỏ cuống, xắ khúc khoảng 3 cm, khoét bỏ ruột, ngâm nước lạnh cho khỏi thâm.Khoai môn gọt vỏ, xắt miếng vừa ăn, chiên qua dầu ăn. nấm hương ngâm nở, bỏ chân, xắt nhỏ.Ớt sừng bỏ hạt, xắt nhỏ. Hành lá, rau răm xắt nhỏ."
Bò cuộn hoa kim châm nướng,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/09/bo-cuon-hoa-kim-cham-nuong/ab89.jpg,N/A,http://www.amthuc365.vn/cong-thuc/110-bo-cuon-hoa-kim-cham-nuong.html,Chuẩn bị: 15 phút,Thực hiện: 20 phút,"Thịt bò rửa sạch, thái lát mỏng, bản rộng, đập giập.Hoa kim châm nhặt nhụy, rửa sạch, để ráo. Hành rửa sạch, chần nước sôi.Trộn tỏi, hành, ớt, muối, đường, hạt nêm, rượu trắng thành hỗn hợp sệt, phết lên thịt."
Kho quẹt,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/09/kho-quet/d759.jpg,N/A,http://www.amthuc365.vn/cong-thuc/111-kho-quet.html,Chuẩn bị: 10 phút,Thực hiện: 40 phút,Ba rọi cắt nhỏ.
Gỏi bầu,"Thay vì dùng nước cốt chanh, có thể thay thế bằng nước cốt tắc rất thơm. Khi dùng, nấu thích có thể rắc thêm đậu phộng để tăng hương vị cho món gỏi. Chọn trái bầu non để gỏi được ngon.",http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/09/goi-bau/c496.jpg,N/A,http://www.amthuc365.vn/cong-thuc/96-goi-bau.html,Chuẩn bị: 10 phút,Thực hiện: 20 phút,"Tàu hủ ky tươi rửa sạch, chiên giòn, xắt chỉ.Bầu rửa sạch, luộc sơ qua, xắt chỉ.Boa-rô, ớt và củ cải đỏ rửa sạch, xắt chỉ.Nước trộn: Pha đường với nước mắm chay và nước cốt chanh cho đều."
Hương vị đậm đà của bắp bò kho mật mía,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/09/huong-vi-dam-da-cua-bap-bo-kho-mat-mia/ccfc.jpg,N/A,http://www.amthuc365.vn/cong-thuc/116-huong-vi-dam-da-cua-bap-bo-kho-mat-mia.html,Chuẩn bị: 60 phút,Thực hiện: 40 phút,"Bắp bò rửa sạch, để ráo nước. Sả đập dập, cắt khúc khoảng 5cm. Quế bẻ vụn. Gừng giã dập. Ở công đoạnnày, bạn nên dùng cối đá hoặc cối bằng gốm, tránh dùng cối gỗ sẽ làm mất nước cốt của gừng khiến mónăn giảm giá trị"
Bánh cuốn Lạng Sơn,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/09/banh-cuon-lang-son/72bd.jpg,N/A,http://www.amthuc365.vn/cong-thuc/117-banh-cuon-lang-son.html,Chuẩn bị: 30 phút,Thực hiện: 300 phút,"Bánh cuốnGạo ngâm nước 5 tiếng, đem xay gạo thành bột nước. Trứng đánh tan."
Thịt ram Tứ Xuyên,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/09/thit-ram-tu-xuyen/842d.jpg,N/A,http://www.amthuc365.vn/cong-thuc/113-thit-ram-tu-xuyen.html,Chuẩn bị: 15 phút,Thực hiện: 30 phút,"Thịt ba rọi sơ chế sạch, cho vào nồi luộc với quế, hồi, thảo quả. Ớt bổ đôi, bỏ hạt, xắt chỉ.Tỏi bằm nhỏ. Tỏi tây bỏ bớt lá xanh, xắt khúc, phần củ trắng xắt lát. Hành tươi xắt nhỏ."
